scene,name,repetition,new_token,reference_token,new_ns,reference_ns,campaign,comparison,new_high_load,new_unknown_load,reference_high_load,reference_unknown_load
38,threshold_blocks_n128,7,measured/7/38/1/dag_ready,measured/7/38/4/qualified_parent,1972962542,1823397583,diagnosis,dag_ready/qualified_parent,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/3/dag_ready,measured/8/38/2/qualified_parent,1891596792,1909930458,diagnosis,dag_ready/qualified_parent,True,True,True,False
38,threshold_blocks_n128,9,measured/9/38/4/dag_ready,measured/9/38/0/qualified_parent,2050188000,1886743000,diagnosis,dag_ready/qualified_parent,True,True,True,True
38,threshold_blocks_n128,10,measured/10/38/2/dag_ready,measured/10/38/1/qualified_parent,1931890959,1997021292,diagnosis,dag_ready/qualified_parent,True,True,True,True
38,threshold_blocks_n128,11,measured/11/38/0/dag_ready,measured/11/38/3/qualified_parent,1926729667,1918709750,diagnosis,dag_ready/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/3/dag_ready,measured/2/39/0/qualified_parent,1890934375,1842597125,diagnosis,dag_ready/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/1/dag_ready,measured/3/39/2/qualified_parent,1906453834,2059572958,diagnosis,dag_ready/qualified_parent,True,False,True,True
39,heterogeneous_thresholds_n128,4,measured/4/39/0/dag_ready,measured/4/39/4/qualified_parent,1984728000,1831145958,diagnosis,dag_ready/qualified_parent,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/2/dag_ready,measured/5/39/3/qualified_parent,1897636542,1814247541,diagnosis,dag_ready/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,6,measured/6/39/4/dag_ready,measured/6/39/1/qualified_parent,1932997083,1877028625,diagnosis,dag_ready/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/1/dag_ready,measured/7/39/4/qualified_parent,1856376416,1908410625,diagnosis,dag_ready/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/3/dag_ready,measured/8/39/2/qualified_parent,1969001459,2031430500,diagnosis,dag_ready/qualified_parent,True,True,True,False
39,heterogeneous_thresholds_n128,9,measured/9/39/4/dag_ready,measured/9/39/0/qualified_parent,2046548458,2018691666,diagnosis,dag_ready/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/2/dag_ready,measured/10/39/1/qualified_parent,1941484459,1930640125,diagnosis,dag_ready/qualified_parent,True,False,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/0/dag_ready,measured/11/39/3/qualified_parent,2045557542,2031408750,diagnosis,dag_ready/qualified_parent,True,False,True,True
13,general_last_128_273,2,measured/2/13/3/dag_ready,measured/2/13/1/barrier_reference,1999283250,1881694333,diagnosis,dag_ready/barrier_reference,True,True,True,True
13,general_last_128_273,3,measured/3/13/1/dag_ready,measured/3/13/0/barrier_reference,1859755500,1815443000,diagnosis,dag_ready/barrier_reference,True,True,True,False
13,general_last_128_273,4,measured/4/13/0/dag_ready,measured/4/13/2/barrier_reference,1844941833,1778248792,diagnosis,dag_ready/barrier_reference,True,False,True,False
13,general_last_128_273,5,measured/5/13/2/dag_ready,measured/5/13/4/barrier_reference,1859359042,1782023792,diagnosis,dag_ready/barrier_reference,True,False,True,False
13,general_last_128_273,6,measured/6/13/4/dag_ready,measured/6/13/3/barrier_reference,1849815667,1962685250,diagnosis,dag_ready/barrier_reference,True,True,True,True
13,general_last_128_273,7,measured/7/13/1/dag_ready,measured/7/13/3/barrier_reference,1912762792,1879161166,diagnosis,dag_ready/barrier_reference,True,False,True,False
13,general_last_128_273,8,measured/8/13/3/dag_ready,measured/8/13/4/barrier_reference,1861603125,1889060834,diagnosis,dag_ready/barrier_reference,True,False,True,False
13,general_last_128_273,9,measured/9/13/4/dag_ready,measured/9/13/2/barrier_reference,1969123416,1892745500,diagnosis,dag_ready/barrier_reference,True,False,True,True
13,general_last_128_273,10,measured/10/13/2/dag_ready,measured/10/13/0/barrier_reference,1990508041,1942360834,diagnosis,dag_ready/barrier_reference,True,True,True,True
13,general_last_128_273,11,measured/11/13/0/dag_ready,measured/11/13/1/barrier_reference,1852450625,1942409917,diagnosis,dag_ready/barrier_reference,True,True,True,False
24,mixed_last_129_273,2,measured/2/24/3/dag_ready,measured/2/24/1/barrier_reference,1929596375,1886812000,diagnosis,dag_ready/barrier_reference,True,True,True,True
24,mixed_last_129_273,3,measured/3/24/1/dag_ready,measured/3/24/0/barrier_reference,1927765333,1810437750,diagnosis,dag_ready/barrier_reference,True,False,True,False
24,mixed_last_129_273,4,measured/4/24/0/dag_ready,measured/4/24/2/barrier_reference,1884374584,1827989042,diagnosis,dag_ready/barrier_reference,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/2/dag_ready,measured/5/24/4/barrier_reference,1946843375,1833309417,diagnosis,dag_ready/barrier_reference,True,True,True,True
24,mixed_last_129_273,6,measured/6/24/4/dag_ready,measured/6/24/3/barrier_reference,1888832792,1895985875,diagnosis,dag_ready/barrier_reference,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/1/dag_ready,measured/7/24/3/barrier_reference,1951360167,1933251625,diagnosis,dag_ready/barrier_reference,True,True,True,False
24,mixed_last_129_273,8,measured/8/24/3/dag_ready,measured/8/24/4/barrier_reference,1927492916,1999483542,diagnosis,dag_ready/barrier_reference,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/4/dag_ready,measured/9/24/2/barrier_reference,1917958667,1931885458,diagnosis,dag_ready/barrier_reference,True,True,True,True
24,mixed_last_129_273,10,measured/10/24/2/dag_ready,measured/10/24/0/barrier_reference,2006849292,1964969541,diagnosis,dag_ready/barrier_reference,True,False,True,True
24,mixed_last_129_273,11,measured/11/24/0/dag_ready,measured/11/24/1/barrier_reference,1944378666,1973724500,diagnosis,dag_ready/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/3/dag_ready,measured/2/35/1/barrier_reference,1886671125,1817341459,diagnosis,dag_ready/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/1/dag_ready,measured/3/35/0/barrier_reference,2003423833,2050731125,diagnosis,dag_ready/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,4,measured/4/35/0/dag_ready,measured/4/35/2/barrier_reference,1892788125,1856825500,diagnosis,dag_ready/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,5,measured/5/35/2/dag_ready,measured/5/35/4/barrier_reference,1833136083,1798605875,diagnosis,dag_ready/barrier_reference,True,False,True,True
35,alternating_thresholds_n128,6,measured/6/35/4/dag_ready,measured/6/35/3/barrier_reference,1843000000,1851746708,diagnosis,dag_ready/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,7,measured/7/35/1/dag_ready,measured/7/35/3/barrier_reference,1903226042,1913958542,diagnosis,dag_ready/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/3/dag_ready,measured/8/35/4/barrier_reference,1868468958,1920144792,diagnosis,dag_ready/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,9,measured/9/35/4/dag_ready,measured/9/35/2/barrier_reference,1912572375,2244219792,diagnosis,dag_ready/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/2/dag_ready,measured/10/35/0/barrier_reference,1964694667,1911760291,diagnosis,dag_ready/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/0/dag_ready,measured/11/35/1/barrier_reference,1925792708,1905294666,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/3/dag_ready,measured/2/38/1/barrier_reference,1860563500,1784445750,diagnosis,dag_ready/barrier_reference,True,False,True,False
38,threshold_blocks_n128,3,measured/3/38/1/dag_ready,measured/3/38/0/barrier_reference,1883378417,1745267583,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/0/dag_ready,measured/4/38/2/barrier_reference,1839557417,1771568167,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/2/dag_ready,measured/5/38/4/barrier_reference,2093901333,1979806292,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,6,measured/6/38/4/dag_ready,measured/6/38/3/barrier_reference,1797150458,1807270916,diagnosis,dag_ready/barrier_reference,True,False,True,False
38,threshold_blocks_n128,7,measured/7/38/1/dag_ready,measured/7/38/3/barrier_reference,1972962542,1867936000,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/3/dag_ready,measured/8/38/4/barrier_reference,1891596792,1931193500,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,9,measured/9/38/4/dag_ready,measured/9/38/2/barrier_reference,2050188000,1905319416,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,10,measured/10/38/2/dag_ready,measured/10/38/0/barrier_reference,1931890959,1902635250,diagnosis,dag_ready/barrier_reference,True,True,True,True
38,threshold_blocks_n128,11,measured/11/38/0/dag_ready,measured/11/38/1/barrier_reference,1926729667,2062154208,diagnosis,dag_ready/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/3/dag_ready,measured/2/39/1/barrier_reference,1890934375,1853273250,diagnosis,dag_ready/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/1/dag_ready,measured/3/39/0/barrier_reference,1906453834,1840957333,diagnosis,dag_ready/barrier_reference,True,False,True,False
39,heterogeneous_thresholds_n128,4,measured/4/39/0/dag_ready,measured/4/39/2/barrier_reference,1984728000,1864777709,diagnosis,dag_ready/barrier_reference,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/2/dag_ready,measured/5/39/4/barrier_reference,1897636542,1802382208,diagnosis,dag_ready/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,6,measured/6/39/4/dag_ready,measured/6/39/3/barrier_reference,1932997083,1988873958,diagnosis,dag_ready/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/1/dag_ready,measured/7/39/3/barrier_reference,1856376416,2029561666,diagnosis,dag_ready/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/3/dag_ready,measured/8/39/4/barrier_reference,1969001459,2309392208,diagnosis,dag_ready/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,9,measured/9/39/4/dag_ready,measured/9/39/2/barrier_reference,2046548458,1939860416,diagnosis,dag_ready/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/2/dag_ready,measured/10/39/0/barrier_reference,1941484459,1876622875,diagnosis,dag_ready/barrier_reference,True,False,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/0/dag_ready,measured/11/39/1/barrier_reference,2045557542,1963372875,diagnosis,dag_ready/barrier_reference,True,False,True,False
13,general_last_128_273,2,measured/2/13/4/dag_inline,measured/2/13/0/qualified_parent,1915493625,2148883083,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,3,measured/3/13/3/dag_inline,measured/3/13/2/qualified_parent,1841523042,1789067291,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,4,measured/4/13/1/dag_inline,measured/4/13/4/qualified_parent,1862553958,1796746959,diagnosis,dag_inline/qualified_parent,True,False,True,False
13,general_last_128_273,5,measured/5/13/0/dag_inline,measured/5/13/3/qualified_parent,1853903500,1785196291,diagnosis,dag_inline/qualified_parent,True,False,True,False
13,general_last_128_273,6,measured/6/13/2/dag_inline,measured/6/13/1/qualified_parent,2088838375,1782530333,diagnosis,dag_inline/qualified_parent,True,True,True,False
13,general_last_128_273,7,measured/7/13/0/dag_inline,measured/7/13/4/qualified_parent,1879842791,1880392750,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,8,measured/8/13/1/dag_inline,measured/8/13/2/qualified_parent,1905121125,1841928709,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,9,measured/9/13/3/dag_inline,measured/9/13/0/qualified_parent,2073724875,1925295167,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,10,measured/10/13/4/dag_inline,measured/10/13/1/qualified_parent,1915620209,1981110125,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,11,measured/11/13/2/dag_inline,measured/11/13/3/qualified_parent,1904458292,1887034667,diagnosis,dag_inline/qualified_parent,True,False,True,True
24,mixed_last_129_273,2,measured/2/24/4/dag_inline,measured/2/24/0/qualified_parent,1932904875,1896418250,diagnosis,dag_inline/qualified_parent,True,True,True,False
24,mixed_last_129_273,3,measured/3/24/3/dag_inline,measured/3/24/2/qualified_parent,2015925375,1922496208,diagnosis,dag_inline/qualified_parent,True,True,True,True
24,mixed_last_129_273,4,measured/4/24/1/dag_inline,measured/4/24/4/qualified_parent,1858917208,1864265375,diagnosis,dag_inline/qualified_parent,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/0/dag_inline,measured/5/24/3/qualified_parent,1860007709,1865780750,diagnosis,dag_inline/qualified_parent,True,False,True,True
24,mixed_last_129_273,6,measured/6/24/2/dag_inline,measured/6/24/1/qualified_parent,1899297458,1949282917,diagnosis,dag_inline/qualified_parent,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/0/dag_inline,measured/7/24/4/qualified_parent,1975263125,2003942666,diagnosis,dag_inline/qualified_parent,True,True,True,False
24,mixed_last_129_273,8,measured/8/24/1/dag_inline,measured/8/24/2/qualified_parent,1951661875,1968549333,diagnosis,dag_inline/qualified_parent,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/3/dag_inline,measured/9/24/0/qualified_parent,2284445708,1930386375,diagnosis,dag_inline/qualified_parent,True,True,True,False
24,mixed_last_129_273,10,measured/10/24/4/dag_inline,measured/10/24/1/qualified_parent,2001275083,1969931542,diagnosis,dag_inline/qualified_parent,True,True,True,False
24,mixed_last_129_273,11,measured/11/24/2/dag_inline,measured/11/24/3/qualified_parent,1965552625,1934265500,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/4/dag_inline,measured/2/35/0/qualified_parent,1832848875,1907756958,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/3/dag_inline,measured/3/35/2/qualified_parent,1911539792,1881355041,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,4,measured/4/35/1/dag_inline,measured/4/35/4/qualified_parent,1842817667,1804309916,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,5,measured/5/35/0/dag_inline,measured/5/35/3/qualified_parent,1869676125,1789720709,diagnosis,dag_inline/qualified_parent,True,False,True,False
35,alternating_thresholds_n128,6,measured/6/35/2/dag_inline,measured/6/35/1/qualified_parent,1847114167,1810272084,diagnosis,dag_inline/qualified_parent,True,False,True,False
35,alternating_thresholds_n128,7,measured/7/35/0/dag_inline,measured/7/35/4/qualified_parent,1940524042,2027486917,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/1/dag_inline,measured/8/35/2/qualified_parent,2072727000,1946704958,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,9,measured/9/35/3/dag_inline,measured/9/35/0/qualified_parent,2019463833,2000200917,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/4/dag_inline,measured/10/35/1/qualified_parent,1982328708,1881574917,diagnosis,dag_inline/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/2/dag_inline,measured/11/35/3/qualified_parent,1949009334,1926019333,diagnosis,dag_inline/qualified_parent,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/4/dag_inline,measured/2/38/0/qualified_parent,1863066750,1830465875,diagnosis,dag_inline/qualified_parent,True,True,True,False
38,threshold_blocks_n128,3,measured/3/38/3/dag_inline,measured/3/38/2/qualified_parent,1841673625,1780450583,diagnosis,dag_inline/qualified_parent,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/1/dag_inline,measured/4/38/4/qualified_parent,1867137042,1899157000,diagnosis,dag_inline/qualified_parent,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/0/dag_inline,measured/5/38/3/qualified_parent,1858561042,2012898209,diagnosis,dag_inline/qualified_parent,True,True,True,True
38,threshold_blocks_n128,6,measured/6/38/2/dag_inline,measured/6/38/1/qualified_parent,1804674500,1764701958,diagnosis,dag_inline/qualified_parent,True,False,True,True
38,threshold_blocks_n128,7,measured/7/38/0/dag_inline,measured/7/38/4/qualified_parent,1913317125,1823397583,diagnosis,dag_inline/qualified_parent,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/1/dag_inline,measured/8/38/2/qualified_parent,1988722625,1909930458,diagnosis,dag_inline/qualified_parent,True,False,True,False
38,threshold_blocks_n128,9,measured/9/38/3/dag_inline,measured/9/38/0/qualified_parent,1867451458,1886743000,diagnosis,dag_inline/qualified_parent,True,False,True,True
38,threshold_blocks_n128,10,measured/10/38/4/dag_inline,measured/10/38/1/qualified_parent,1913580416,1997021292,diagnosis,dag_inline/qualified_parent,True,False,True,True
38,threshold_blocks_n128,11,measured/11/38/2/dag_inline,measured/11/38/3/qualified_parent,2017303750,1918709750,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/4/dag_inline,measured/2/39/0/qualified_parent,1876938875,1842597125,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/3/dag_inline,measured/3/39/2/qualified_parent,1931327333,2059572958,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,4,measured/4/39/1/dag_inline,measured/4/39/4/qualified_parent,1906551708,1831145958,diagnosis,dag_inline/qualified_parent,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/0/dag_inline,measured/5/39/3/qualified_parent,2105877500,1814247541,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,6,measured/6/39/2/dag_inline,measured/6/39/1/qualified_parent,1981184833,1877028625,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/0/dag_inline,measured/7/39/4/qualified_parent,1892031500,1908410625,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/1/dag_inline,measured/8/39/2/qualified_parent,1990669459,2031430500,diagnosis,dag_inline/qualified_parent,True,True,True,False
39,heterogeneous_thresholds_n128,9,measured/9/39/3/dag_inline,measured/9/39/0/qualified_parent,1989058208,2018691666,diagnosis,dag_inline/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/4/dag_inline,measured/10/39/1/qualified_parent,2022591042,1930640125,diagnosis,dag_inline/qualified_parent,True,True,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/2/dag_inline,measured/11/39/3/qualified_parent,1993248625,2031408750,diagnosis,dag_inline/qualified_parent,True,True,True,True
13,general_last_128_273,2,measured/2/13/4/dag_inline,measured/2/13/1/barrier_reference,1915493625,1881694333,diagnosis,dag_inline/barrier_reference,True,True,True,True
13,general_last_128_273,3,measured/3/13/3/dag_inline,measured/3/13/0/barrier_reference,1841523042,1815443000,diagnosis,dag_inline/barrier_reference,True,True,True,False
13,general_last_128_273,4,measured/4/13/1/dag_inline,measured/4/13/2/barrier_reference,1862553958,1778248792,diagnosis,dag_inline/barrier_reference,True,False,True,False
13,general_last_128_273,5,measured/5/13/0/dag_inline,measured/5/13/4/barrier_reference,1853903500,1782023792,diagnosis,dag_inline/barrier_reference,True,False,True,False
13,general_last_128_273,6,measured/6/13/2/dag_inline,measured/6/13/3/barrier_reference,2088838375,1962685250,diagnosis,dag_inline/barrier_reference,True,True,True,True
13,general_last_128_273,7,measured/7/13/0/dag_inline,measured/7/13/3/barrier_reference,1879842791,1879161166,diagnosis,dag_inline/barrier_reference,True,True,True,False
13,general_last_128_273,8,measured/8/13/1/dag_inline,measured/8/13/4/barrier_reference,1905121125,1889060834,diagnosis,dag_inline/barrier_reference,True,True,True,False
13,general_last_128_273,9,measured/9/13/3/dag_inline,measured/9/13/2/barrier_reference,2073724875,1892745500,diagnosis,dag_inline/barrier_reference,True,True,True,True
13,general_last_128_273,10,measured/10/13/4/dag_inline,measured/10/13/0/barrier_reference,1915620209,1942360834,diagnosis,dag_inline/barrier_reference,True,True,True,True
13,general_last_128_273,11,measured/11/13/2/dag_inline,measured/11/13/1/barrier_reference,1904458292,1942409917,diagnosis,dag_inline/barrier_reference,True,False,True,False
24,mixed_last_129_273,2,measured/2/24/4/dag_inline,measured/2/24/1/barrier_reference,1932904875,1886812000,diagnosis,dag_inline/barrier_reference,True,True,True,True
24,mixed_last_129_273,3,measured/3/24/3/dag_inline,measured/3/24/0/barrier_reference,2015925375,1810437750,diagnosis,dag_inline/barrier_reference,True,True,True,False
24,mixed_last_129_273,4,measured/4/24/1/dag_inline,measured/4/24/2/barrier_reference,1858917208,1827989042,diagnosis,dag_inline/barrier_reference,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/0/dag_inline,measured/5/24/4/barrier_reference,1860007709,1833309417,diagnosis,dag_inline/barrier_reference,True,False,True,True
24,mixed_last_129_273,6,measured/6/24/2/dag_inline,measured/6/24/3/barrier_reference,1899297458,1895985875,diagnosis,dag_inline/barrier_reference,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/0/dag_inline,measured/7/24/3/barrier_reference,1975263125,1933251625,diagnosis,dag_inline/barrier_reference,True,True,True,False
24,mixed_last_129_273,8,measured/8/24/1/dag_inline,measured/8/24/4/barrier_reference,1951661875,1999483542,diagnosis,dag_inline/barrier_reference,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/3/dag_inline,measured/9/24/2/barrier_reference,2284445708,1931885458,diagnosis,dag_inline/barrier_reference,True,True,True,True
24,mixed_last_129_273,10,measured/10/24/4/dag_inline,measured/10/24/0/barrier_reference,2001275083,1964969541,diagnosis,dag_inline/barrier_reference,True,True,True,True
24,mixed_last_129_273,11,measured/11/24/2/dag_inline,measured/11/24/1/barrier_reference,1965552625,1973724500,diagnosis,dag_inline/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/4/dag_inline,measured/2/35/1/barrier_reference,1832848875,1817341459,diagnosis,dag_inline/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/3/dag_inline,measured/3/35/0/barrier_reference,1911539792,2050731125,diagnosis,dag_inline/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,4,measured/4/35/1/dag_inline,measured/4/35/2/barrier_reference,1842817667,1856825500,diagnosis,dag_inline/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,5,measured/5/35/0/dag_inline,measured/5/35/4/barrier_reference,1869676125,1798605875,diagnosis,dag_inline/barrier_reference,True,False,True,True
35,alternating_thresholds_n128,6,measured/6/35/2/dag_inline,measured/6/35/3/barrier_reference,1847114167,1851746708,diagnosis,dag_inline/barrier_reference,True,False,True,False
35,alternating_thresholds_n128,7,measured/7/35/0/dag_inline,measured/7/35/3/barrier_reference,1940524042,1913958542,diagnosis,dag_inline/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/1/dag_inline,measured/8/35/4/barrier_reference,2072727000,1920144792,diagnosis,dag_inline/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,9,measured/9/35/3/dag_inline,measured/9/35/2/barrier_reference,2019463833,2244219792,diagnosis,dag_inline/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/4/dag_inline,measured/10/35/0/barrier_reference,1982328708,1911760291,diagnosis,dag_inline/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/2/dag_inline,measured/11/35/1/barrier_reference,1949009334,1905294666,diagnosis,dag_inline/barrier_reference,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/4/dag_inline,measured/2/38/1/barrier_reference,1863066750,1784445750,diagnosis,dag_inline/barrier_reference,True,True,True,False
38,threshold_blocks_n128,3,measured/3/38/3/dag_inline,measured/3/38/0/barrier_reference,1841673625,1745267583,diagnosis,dag_inline/barrier_reference,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/1/dag_inline,measured/4/38/2/barrier_reference,1867137042,1771568167,diagnosis,dag_inline/barrier_reference,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/0/dag_inline,measured/5/38/4/barrier_reference,1858561042,1979806292,diagnosis,dag_inline/barrier_reference,True,True,True,True
38,threshold_blocks_n128,6,measured/6/38/2/dag_inline,measured/6/38/3/barrier_reference,1804674500,1807270916,diagnosis,dag_inline/barrier_reference,True,False,True,False
38,threshold_blocks_n128,7,measured/7/38/0/dag_inline,measured/7/38/3/barrier_reference,1913317125,1867936000,diagnosis,dag_inline/barrier_reference,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/1/dag_inline,measured/8/38/4/barrier_reference,1988722625,1931193500,diagnosis,dag_inline/barrier_reference,True,False,True,True
38,threshold_blocks_n128,9,measured/9/38/3/dag_inline,measured/9/38/2/barrier_reference,1867451458,1905319416,diagnosis,dag_inline/barrier_reference,True,False,True,True
38,threshold_blocks_n128,10,measured/10/38/4/dag_inline,measured/10/38/0/barrier_reference,1913580416,1902635250,diagnosis,dag_inline/barrier_reference,True,False,True,True
38,threshold_blocks_n128,11,measured/11/38/2/dag_inline,measured/11/38/1/barrier_reference,2017303750,2062154208,diagnosis,dag_inline/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/4/dag_inline,measured/2/39/1/barrier_reference,1876938875,1853273250,diagnosis,dag_inline/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/3/dag_inline,measured/3/39/0/barrier_reference,1931327333,1840957333,diagnosis,dag_inline/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,4,measured/4/39/1/dag_inline,measured/4/39/2/barrier_reference,1906551708,1864777709,diagnosis,dag_inline/barrier_reference,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/0/dag_inline,measured/5/39/4/barrier_reference,2105877500,1802382208,diagnosis,dag_inline/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,6,measured/6/39/2/dag_inline,measured/6/39/3/barrier_reference,1981184833,1988873958,diagnosis,dag_inline/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/0/dag_inline,measured/7/39/3/barrier_reference,1892031500,2029561666,diagnosis,dag_inline/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/1/dag_inline,measured/8/39/4/barrier_reference,1990669459,2309392208,diagnosis,dag_inline/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,9,measured/9/39/3/dag_inline,measured/9/39/2/barrier_reference,1989058208,1939860416,diagnosis,dag_inline/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/4/dag_inline,measured/10/39/0/barrier_reference,2022591042,1876622875,diagnosis,dag_inline/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/2/dag_inline,measured/11/39/1/barrier_reference,1993248625,1963372875,diagnosis,dag_inline/barrier_reference,True,True,True,False
13,general_last_128_273,2,measured/2/13/2/dag_guarded,measured/2/13/0/qualified_parent,2137884083,2148883083,diagnosis,dag_guarded/qualified_parent,True,True,True,True
13,general_last_128_273,3,measured/3/13/4/dag_guarded,measured/3/13/2/qualified_parent,1829715084,1789067291,diagnosis,dag_guarded/qualified_parent,True,False,True,True
